Feature1,Feature2,Cluster
1.9830635016625728,4.5438722894568935,1.0
2.5138763873437013,4.62778268043728,1.0
0.6126219047257215,-4.843053448052782,2.0
5.167464994538293,-8.398074063812643,0.0
1.0757247634692848,-6.191531755516067,2.0
4.062490211137666,-9.422796758673607,0.0
-0.49243193399545043,-3.6318165522223667,2.0
6.437082551394106,-9.340664056018996,0.0
4.172253820317595,-10.542571594018662,0.0
2.9217601793936545,4.802000205982143,1.0
-0.693841867063948,-6.831414972922499,2.0
4.99141384554815,-9.731247842206237,0.0
2.660380049103777,-5.79985163409962,2.0
5.343024265113341,5.116695355005616,1.0
3.6164270807390606,-8.840240217201634,0.0
2.7878805826107698,5.514903727604824,1.0
-0.5438238431638133,-6.410566089955547,2.0
2.90448787952846,4.980907545157762,1.0
6.888191485756176,-9.652785880511079,0.0
1.6128115140130135,6.365739536809312,1.0
0.5752660185879611,-4.53894626015296,2.0
1.824334357952041,-6.334092274332525,2.0
1.6439376804778831,4.538943947272622,1.0
2.203786076157824,6.482286128823722,1.0
5.14779415820201,-10.18703569232581,0.0
5.888857068100686,3.651851093258765,1.0
0.712878955325121,-4.931385925649608,2.0
5.367816251728415,-9.112951552313882,0.0
5.687131039476567,-11.97823353650124,0.0
3.580910927799322,4.100798583806735,1.0
-1.2368975917499732,-5.110976650696767,2.0
4.130703878621715,6.186017210818505,1.0
3.8222181861507316,5.954342468486338,1.0
6.909859256759098,-6.626570914338199,0.0
-0.5528388505910328,-4.860544827285957,2.0
0.5250029069203742,-6.967893729943548,2.0
4.681855353234962,6.372546090974279,1.0
-2.0602212684803614,-4.764325982497199,2.0
4.6067134513175265,5.263284770489724,1.0
3.856882078803105,5.00995049153118,1.0
2.1072845989690823,5.395449341173076,1.0
5.455917479678485,5.346478858597589,1.0
1.031381370242861,-7.1682541309164165,2.0
1.6703544937612065,5.2286185248275,1.0
-1.5526783852676838,-4.598215804511199,2.0
5.87971656849333,-7.647671443837412,0.0
4.854303828982715,4.308820840802673,1.0
5.979479008213558,-8.79011219874241,0.0
4.847901098732344,-9.47745587770455,0.0
0.19744405679908061,-5.450337466882708,2.0
5.329066244754584,-10.220116310011356,0.0
-0.5901428997902923,-5.718890730422694,2.0
5.142007843906742,-9.516218832624748,0.0
4.133582569498173,5.195254505055096,1.0
0.6649983862688411,-6.055977746858011,2.0
3.199002985529138,4.03726581759863,1.0
0.8815058434112581,-5.544779488995545,2.0
0.967908080340427,4.161341521228187,1.0
3.053138928545431,-11.67700776789066,0.0
0.20270097869920886,-4.852184986608857,2.0
3.8490536521278873,2.1013912347020782,1.0
-0.29042162721603987,-6.55457394154776,2.0
5.585662820246861,-10.156331430724775,0.0
3.0971378350901277,4.7273422679065105,1.0
5.745026768165463,-9.454702781954007,0.0
0.746250250797063,-6.312269266206645,2.0
2.329762289333923,3.9407676914958243,1.0
0.03771792139673252,-4.849125731038146,2.0
6.0392701590123545,-9.08780384337916,0.0
0.38576213798843495,-4.373229692434874,2.0
-0.34966199198415643,-5.709618446485097,2.0
-1.7287636068474554,-5.39041711587665,2.0
2.8696498017396266,5.971492632048926,1.0
1.8058198183181657,5.077045117242338,1.0
4.2990928336198575,-10.172165673073552,0.0
8.31160359245974,-10.472189099022376,0.0
1.4432611380711675,5.168556646303307,1.0
7.414472814708869,-8.783493482211838,0.0
6.774842369426228,-7.577814356842577,0.0
4.460903494610974,-9.840198179264585,0.0
